serviceId,oldName,newName,oldSlug,newSlug,oldCategory,newCategory,action,reason,riskLevel,diyAvailable,duplicateStatus,legacyStatus,seoStatus,finalStatus,kind,electricalArea
prop-419,Water Heater Electrical Fault Diagnosis,Water Heater Electrical Fault Diagnosis,water-heater-electrical-fault-diagnosis,water-heater-electrical-fault-diagnosis,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-420,Water Heater Heating Element Replacement,Water Heater Heating Element Replacement,water-heater-heating-element-replacement,water-heater-heating-element-replacement,water-heater,water-heater,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-421,Water Heater Inspection,Water Heater Inspection,water-heater-inspection,water-heater-inspection,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-422,,Water Heater Installation,,water-heater-installation,water-heater,water-heater,ADD,Install/fix appliance; RR,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-423,Water Heater No Hot Water,Water Heater No Hot Water,water-heater-no-hot-water,water-heater-no-hot-water,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-424,Water Heater Pressure Problem,Water Heater Pressure Problem,water-heater-pressure-problem,water-heater-pressure-problem,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-425,Water Heater Preventive Maintenance,Water Heater Preventive Maintenance,water-heater-preventive-maintenance,water-heater-preventive-maintenance,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-426,Water Heater Scale Removal,Water Heater Scale Removal,water-heater-scale-removal,water-heater-scale-removal,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-427,Water Heater Slow Heating,Water Heater Slow Heating,water-heater-slow-heating,water-heater-slow-heating,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-428,Water Heater Tank Inspection,Water Heater Tank Inspection,water-heater-tank-inspection,water-heater-tank-inspection,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-429,Water Heater Temperature Problem,Water Heater Temperature Problem,water-heater-temperature-problem,water-heater-temperature-problem,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-430,Water Heater Thermostat Repair,Water Heater Thermostat Repair,water-heater-thermostat-repair,water-heater-thermostat-repair,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-431,Water Heater Valve Replacement,Water Heater Valve Replacement,water-heater-valve-replacement,water-heater-valve-replacement,water-heater,water-heater,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-432,Water Heater Water Leakage Repair,Water Heater Water Leakage Repair,water-heater-water-leakage-repair,water-heater-water-leakage-repair,water-heater,water-heater,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-433,Commercial Water Tank Cleaning,Commercial Water Tank Cleaning,commercial-water-tank-cleaning,commercial-water-tank-cleaning,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-434,Float Valve Repair,Float Valve Repair,float-valve-repair,float-valve-repair,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-435,Residential Water Tank Cleaning,Residential Water Tank Cleaning,residential-water-tank-cleaning,residential-water-tank-cleaning,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-436,Rooftop Water Tank Cleaning,Rooftop Water Tank Cleaning,rooftop-water-tank-cleaning,rooftop-water-tank-cleaning,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-437,Scheduled Water Tank Maintenance,Scheduled Water Tank Maintenance,scheduled-water-tank-maintenance,scheduled-water-tank-maintenance,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-438,Tank Overflow Repair,Tank Overflow Repair,tank-overflow-repair,tank-overflow-repair,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-439,Tank Pipe Connection Repair,Tank Pipe Connection Repair,tank-pipe-connection-repair,tank-pipe-connection-repair,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-440,Underground Water Tank Cleaning,Underground Water Tank Cleaning,underground-water-tank-cleaning,underground-water-tank-cleaning,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-441,Villa Water Tank Cleaning,Villa Water Tank Cleaning,villa-water-tank-cleaning,villa-water-tank-cleaning,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-442,Water Tank Cleaning,Water Tank Cleaning,water-tank-cleaning-service,water-tank-cleaning-service,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-443,Water Tank Cover Repair,Water Tank Cover Repair,water-tank-cover-repair,water-tank-cover-repair,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-444,Water Tank Disinfection,Water Tank Disinfection,water-tank-disinfection,water-tank-disinfection,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-445,Water Tank Inspection,Water Tank Inspection,water-tank-inspection,water-tank-inspection,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-446,Water Tank Leak Inspection,Water Tank Leak Inspection,water-tank-leak-inspection,water-tank-leak-inspection,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-447,,Water Tank Pump Inspection,,water-tank-pump-inspection,water-tank,water-tank,ADD,Associated booster/pump check,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-448,Water Tank Valve Repair,Water Tank Valve Repair,water-tank-valve-repair,water-tank-valve-repair,water-tank,water-tank,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-449,Regular Cleaning,Regular Cleaning,regular-cleaning,regular-cleaning,cleaning,cleaning,DEPRECATE,Near-identical booking intent (scheduled/recurring). Keep Recurring Cleaning as canonical.,YELLOW,true,merge-into:recurring-cleaning,n/a-audit,proposed,deprecated-proposal,child,
prop-450,Water Tank Sanitization,Water Tank Sanitization,water-tank-sanitization,water-tank-sanitization,water-tank,water-tank,DEPRECATE,Substantially identical chemical sanitation intent. Keep Disinfection as canonical.,YELLOW,true,merge-into:water-tank-disinfection,n/a-audit,proposed,deprecated-proposal,child,
prop-451,Moisture Damage Repair,Moisture Damage Repair,moisture-damage-repair,moisture-damage-repair,walls,walls,DEPRECATE,High overlap; damp/moisture wall corrective work. Keep Damp Wall Repair; redirect moisture naming.,YELLOW,true,merge-into:damp-wall-repair,n/a-audit,proposed,deprecated-proposal,child,
prop-452,General Property Repair,General Property Repair,general-property-repair,general-property-repair,general-maintenance,general-maintenance,DEPRECATE,Broad catch-all overlap. Prefer Minor Building Repairs; handyman remains separate.,YELLOW,true,merge-into:minor-building-repairs,n/a-audit,proposed,deprecated-proposal,child,
