record,type,safetyClass,blocker,remediable,remediationPerformed,finalEligibility,contentGaps,status,profileStatus
diy-shell-washing-machine-preventive-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-pump-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-vibration-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-washing-machine-water-filling-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-washing-machine-water-leakage,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-water-heater-electrical-fault-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-water-heater-heating-element-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-water-heater-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-water-heater-no-hot-water,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-water-heater-pressure-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-preventive-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-scale-removal,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-slow-heating,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-tank-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-temperature-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-thermostat-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-valve-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-heater-water-leakage-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-water-leakage-detection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-water-leakage-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-water-pressure-problem-diagnosis,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-supply-line-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-tank-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_45|ar_words_81,draft,draft
diy-shell-water-tank-cleaning-service,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-water-tank-cover-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-tank-disinfection,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-water-tank-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-water-tank-leak-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-water-tank-sanitization,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-water-tank-valve-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_43|ar_words_81,draft,draft
diy-shell-weight-equipment-maintenance,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_41|ar_words_81,draft,draft
diy-shell-window-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-wiring-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-wiring-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-wiring-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_39|ar_words_81,draft,draft
diy-shell-wood-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_39|ar_words_81,draft,draft
diy-short-circuit-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-shower-mixer-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_133|ar_words_81,draft,draft
diy-shower-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_143|ar_words_81,draft,draft
diy-sink-installation,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-sink-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_143|ar_words_81,draft,draft
diy-socket-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-socket-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-sofa-and-upholstery-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_122|ar_words_81,draft,draft
diy-split-ac-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_143|ar_words_81,draft,draft
diy-structural-crack-assessment,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_133|ar_words_81,draft,draft
diy-surface-preparation,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_136|ar_words_81,draft,draft
diy-swimming-pool-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_125|ar_words_81,draft,draft
diy-switch-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-switch-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-tank-overflow-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_133|ar_words_81,draft,draft
diy-tank-pipe-connection-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-texture-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_144|ar_words_81,draft,draft
diy-toilet-installation,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-toilet-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_143|ar_words_81,draft,draft
diy-treadmill-maintenance,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_92|ar_words_81,draft,safety_review
diy-underground-water-tank-cleaning,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-uneven-flame-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_133|ar_words_81,draft,draft
diy-villa-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_139|ar_words_81,draft,draft
diy-villa-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_144|ar_words_81,draft,draft
diy-villa-water-tank-cleaning,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-wall-crack-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_139|ar_words_81,draft,draft
diy-wall-damage-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_139|ar_words_81,draft,draft
diy-wall-hole-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_139|ar_words_81,draft,draft
diy-wall-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_136|ar_words_81,draft,draft
diy-wall-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_128|ar_words_81,draft,draft
diy-wall-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_144|ar_words_81,draft,draft
diy-wall-patching,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_136|ar_words_81,draft,draft
diy-wall-skimming,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_136|ar_words_81,draft,draft
diy-washing-machine-belt-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-washing-machine-control-board-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_137|ar_words_81,draft,draft
diy-washing-machine-door-lock-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_148|ar_words_81,draft,draft
diy-washing-machine-drainage-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-washing-machine-drum-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-washing-machine-excessive-noise,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-washing-machine-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_142|ar_words_81,draft,draft
diy-washing-machine-motor-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-washing-machine-not-spinning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-washing-machine-not-starting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-washing-machine-preventive-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-washing-machine-pump-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-washing-machine-vibration-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-washing-machine-water-filling-problem,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_148|ar_words_81,draft,draft
diy-washing-machine-water-leakage,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-water-heater-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-water-heater-electrical-fault-diagnosis,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_137|ar_words_81,draft,draft
diy-water-heater-heating-element-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_137|ar_words_81,draft,draft
diy-water-heater-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-water-heater-no-hot-water,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_137|ar_words_81,draft,draft
diy-water-heater-pressure-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-water-heater-preventive-maintenance,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_148|ar_words_81,draft,draft
diy-water-heater-scale-removal,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_148|ar_words_81,draft,draft
diy-water-heater-slow-heating,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-water-heater-tank-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_148|ar_words_81,draft,draft
diy-water-heater-temperature-problem,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-water-heater-thermostat-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-water-heater-valve-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-water-heater-water-leakage-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_137|ar_words_81,draft,draft
diy-water-leakage-detection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_146|ar_words_81,draft,draft
diy-water-leakage-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_133|ar_words_81,draft,draft
diy-water-pressure-problem-diagnosis,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_149|ar_words_81,draft,draft
diy-water-supply-line-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-water-tank-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_129|ar_words_81,draft,draft
diy-water-tank-cleaning-service,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_133|ar_words_81,draft,draft
diy-water-tank-cover-repair,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-water-tank-disinfection,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_94|ar_words_81,draft,safety_review
diy-water-tank-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_142|ar_words_81,draft,draft
diy-water-tank-leak-inspection,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_145|ar_words_81,draft,draft
diy-water-tank-sanitization,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_94|ar_words_81,draft,safety_review
diy-water-tank-valve-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_135|ar_words_81,draft,draft
diy-weight-equipment-maintenance,DIY,REVIEW_REQUIRED,REVIEW_REQUIRED — required human safety review not completed; cannot invent approval,false,none — REVIEW_REQUIRED not bypassed,blocked,en_words_94|ar_words_81,draft,safety_review
diy-window-cleaning,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_125|ar_words_81,draft,draft
diy-wiring-inspection,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-wiring-repair,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-wiring-replacement,DIY,RED,RED safety gate — never force public,false,none — safety prohibited,blocked,en_words_131|ar_words_81,draft,draft
diy-wood-painting,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_144|ar_words_81,draft,draft
how-to-check-a-small-wall-crack,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_112|ar_words_99,draft,draft
how-to-clean-a-bathroom,DIY,GREEN,legacy non-primary duplicate; primary public guide is diy-bathroom-cleaning,false,none — intentional primary dedupe; do not publish duplicate,blocked,en_words_97|ar_words_89,draft,draft
how-to-touch-up-interior-paint,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_108|ar_words_92,draft,draft
how-to-unclog-a-sink-safely,DIY,YELLOW,YELLOW safety — existing system does not explicitly permit automatic public DIY publication (GREEN-only publish path; diyProceduralAllowed=GREEN only),false,none — safety-gated; content gaps noted but not remediable into eligibility without inventing safety permit,blocked,en_words_107|ar_words_96,draft,draft
